,Author Name,Company Name,Crypto,Favorite Count,Message ID,Processed Text,Published At,Retweet Count,Text
4,CoinMarketNews,DROP,,0,1169392222669803521,Today's top cryptocurrency gainers:  $CRPT (11.71%) up $LINA (10.23%) up $MANA (10.14%) up $ENJ (7.65%) up $TTC (…,2019-09-04 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$CRPT (11.71%) up
$LINA (10.23%) up
$MANA (10.14%) up
$ENJ (7.65%) up
$TTC (… https://t.co/0UL4sp9QA5"
5,Joseph,DROP,,0,1169335708781334528,Airdrop... Cryptocurrency! GET YOURS!,2019-09-04 19:45:32,0,Airdrop... Cryptocurrency! GET YOURS! https://t.co/wsw6kAPEFQ
6,CoinMarketNews,DROP,,9,1169211028393082880,Today's top cryptocurrency gainers:  $RET (18.28%) up $VALOR (12.36%) up $XMX (11.98%) up $CRPT (11.71%) up $LINA…,2019-09-04 11:30:06,0,"Today's top cryptocurrency gainers: 
 
$RET (18.28%) up
$VALOR (12.36%) up
$XMX (11.98%) up
$CRPT (11.71%) up
$LINA… https://t.co/SjoSuvPdcS"
7,CoinMarketNews,DROP,,0,1169029838365237249,Today's top cryptocurrency gainers:  $XMX (15.95%) up $CRPT (14.75%) up $VSYS (12.48%) up $CRPT (11.71%) up $MAID…,2019-09-03 23:30:07,0,"Today's top cryptocurrency gainers: 
 
$XMX (15.95%) up
$CRPT (14.75%) up
$VSYS (12.48%) up
$CRPT (11.71%) up
$MAID… https://t.co/AbaQhFn0hd"
8,ICOLOG,DROP,,0,1168993465994240002,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto…",2019-09-03 21:05:35,0,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto… https://t.co/cL9CZDBXWw"
10,CoinMarketNews,DROP,,7,1168848651688534016,Today's top cryptocurrency gainers:  $RDD (20.50%) up $XMX (15.60%) up $VSYS (13.85%) up $KMD (13.19%) up $CRPT (…,2019-09-03 11:30:09,0,"Today's top cryptocurrency gainers: 
 
$RDD (20.50%) up
$XMX (15.60%) up
$VSYS (13.85%) up
$KMD (13.19%) up
$CRPT (… https://t.co/LvVBJoVtKd"
11,CoinMarketNews,DROP,,1,1168667447504908292,Today's top cryptocurrency gainers:  $DRG (20.34%) up $XMX (18.63%) up $FTM (14.87%) up $GRIN (14.21%) up $BEAM (…,2019-09-02 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$DRG (20.34%) up
$XMX (18.63%) up
$FTM (14.87%) up
$GRIN (14.21%) up
$BEAM (… https://t.co/pLbgkrD82T"
13,Joe Gambiste,DROP,,0,1168307961980231680,   Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (12.08…,2019-09-01 23:41:38,1,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (12.08…"
14,CoinMarketNews,DROP,,1,1168305057684754432,Today's top cryptocurrency gainers:  $UIP (105.77%) up $WIX (47.10%) up $WAN (23.18%) up $INO (20.45%) up $SNX (1…,2019-09-01 23:30:06,1,"Today's top cryptocurrency gainers: 
 
$UIP (105.77%) up
$WIX (47.10%) up
$WAN (23.18%) up
$INO (20.45%) up
$SNX (1… https://t.co/Ahq2vLvOhG"
0,cryptonian,DROP,,2,1169880110209519616,Good to know   🤑🤑🤑                 currency  currencies…,2019-09-06 07:48:48,0,"Good to know #moon! 🤑🤑🤑

#btc #eth #xrp #ada #cardano #bitcoin #crypto #cryptocurrency #cryptocurrencies… https://t.co/yKKKHjLvm5"
1,webnow,DROP,,0,1169878788026429440,  The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.…,2019-09-06 07:43:33,0,#BTC The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.… https://t.co/9iTBiiPeKn
2,CryptoManiac_333,DROP,,0,1169772427037032449,Get Your Nexo Card Earlier   via    interested in earning interest on your CryptoC…,2019-09-06 00:40:54,0,Get Your Nexo Card Earlier https://t.co/d76EqHo7e3 via @NexoFinance  interested in earning interest on your CryptoC… https://t.co/ilSoWTDltf
3,Macalonzo@MHA67,DROP,,0,1169562601203916801,   IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  ,2019-09-05 10:47:08,1,"RT @stephenchip: IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV"
4,Berminal: Crypto News,DROP,,0,1169488370713550848,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit  …,2019-09-05 05:52:10,0,Nexo (NEXO) to Release Debit Card Allowing Holders to Use Their Crypto as a Line of Credit https://t.co/6ZhDfFzSr6… https://t.co/Y5NdJkf5IV
5,Chip – XRP Minute | OTC,DROP,,3,1169406362801102848,IS NEXO SAFE for your Cryptocurrency?  CAN YOU MAKE MONEY?  Tune in with  ,2019-09-05 00:26:18,1,"IS NEXO SAFE for your Cryptocurrency? 

CAN YOU MAKE MONEY? 

Tune in with @thehodlreview 

https://t.co/NEN7GjHCAV"
6,tareqalhamadeen,DROP,,0,1169336200857100292,   The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-        ,2019-09-04 19:47:30,1,"RT @Albu_Studio: The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio #cryptocurrenc…"
7,Albu Studio,DROP,,1,1169315854393192448,The latest Nexo video is out.🏆  👑Watch - Nexo Explained here 👉-      ,2019-09-04 18:26:39,1,"The latest Nexo video is out.🏆

👑Watch - Nexo Explained here 👉- https://t.co/l939zKlCL0

#Nexo  #Albustudio… https://t.co/mL4H6ODsZk"
8,Coinhooked,DROP,,0,1169200821877321729,   View listing details now on: NEXO listed on Coinexchange       currency $N…,2019-09-04 10:49:33,2,"RT @coins_flare: View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $N…"
10,CoinsFlare,DROP,,22,1169106187868102657,View listing details now on: NEXO listed on Coinexchange       currency $NEXO,2019-09-04 04:33:30,2,"View listing details now on: https://t.co/d3VPVO25Gv 
NEXO listed on Coinexchange @NexoFinance  #crypto #cryptocurrency $NEXO"
11,Blockmanity,DROP,,0,1169097948291948547,     and   evolving    - a big ace for   player   in the   -   ,2019-09-04 04:00:46,2,RT @Michael4811: #Banking and #payments. evolving  #paymentsystems - a big ace for #global player #Mastercard in the #crypto -  #creditcard…
12,mark davison,DROP,,1,1168954502130688007,Will bcnex list nexo?   $BCNX              ,2019-09-03 18:30:46,0,Will bcnex list nexo? #Bcnex $BCNX #Cryptocurrency #Exchange #ICO #ETH #VotingCoin https://t.co/v2SP0I0j5f @Nghiemtructung
13,Topicktea,DROP,,0,1168864898614362112,"   Dwonload,join and singup ...                        ",2019-09-03 12:34:42,1,"RT @topicktea: Dwonload,join and singup ...
#staywithtopick @Curis_Wang
#cryptocurrency #moneycrypto #BTC #USDT #XRP #LTC #BTR #ETH #ETC #c…"
0,Coinhooked,DROP,,0,1169882626414395393,   currency  ,2019-09-06 07:58:48,0,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ"
1,Coinnounce - Blockchain Entrepreneur Stories,DROP,,0,1169879478887018497,Massive drop in trading volume on major crypto exchanges      ,2019-09-06 07:46:17,0,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs"
2,Cryptodot,DROP,,0,1169868457854111746,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        currency,2019-09-06 07:02:30,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency
3,🔗bitsmart.io,DROP,,0,1169845223481982976,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years        ,2019-09-06 05:30:10,0,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4
4,Dopeless Not Hopeless,DROP,,0,1169819081593085952, DawaynePerza:  Check out my blog! purchase a   using   Drop me a comment on one of my…,2019-09-06 03:46:17,0,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou"
0,Fortivus Strategy Consulting,,CHSB,0,1167977128417255424,   Arbiswap BTC-CHSB Arbitrage Deal Alert!    ,2019-09-01 01:47:02,3,RT @arbiswap: Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn
1,Arb Cruncher,,CHSB,0,1167950535074312192,   Arbiswap BTC-CHSB Arbitrage Deal Alert!     via,2019-09-01 00:01:21,2,RT @amruthasuri: Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV
3,SB,,CHSB,0,1167949452448940032,Arbiswap BTC-CHSB Arbitrage Deal Alert!     via,2019-08-31 23:57:03,2,Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV
6,Caulon,,CHSB,0,1167924633233838087,Arbiswap BTC-CHSB Arbitrage Deal Alert!    ,2019-08-31 22:18:26,3,Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn
7,Startup Feeds,,CHSB,0,1167480724699508736,"   ""What you are what you do"" Thanks               ",2019-08-30 16:54:30,1,"RT @jmestrella92: ""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech #Wealt…"
8,J.M.Estrella92,,CHSB,0,1167480702344060929,"""What you are what you do"" Thanks             ",2019-08-30 16:54:24,1,"""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech… https://t.co/bVHIcLnDVY"
9,Oliver,,CHSB,0,1167415970366967808,                      ,2019-08-30 12:37:11,0,"#Giveaway 
#Shareyourwealth
#chsb
#cryptocurrency 
#CryptoNews 
#btc
#eth

#keepitgoing @pulte @swissborg @SwissborgJ"
0,EJ,,MCO,0,1170227820443734016,The price of   Chain is $0.040784!        visacard  ,2019-09-07 06:50:28,0,The price of https://t.co/HkY6erO7N3 Chain is $0.040784! https://t.co/ExOMtQ1url #cro #mco #mcovisacard #Bitcoin… https://t.co/2IzWXSh9Nf
1,Brian Mulligan,,MCO,2,1170104490910978049,Really liking my   Visa Card. Great buying things with   and getting 2%   cash…,2019-09-06 22:40:24,0,Really liking my @cryptocom Visa Card. Great buying things with #cryptocurrency and getting 2% #cryptocurrency cash… https://t.co/zH7j4MvSoP
2,Paradigm fund,,MCO,1,1170023510045069312,"Biweekly update on   23d August - 6th August  Several Listings, Earn 3.0 up to 18%, Achieved Data Securit…",2019-09-06 17:18:37,0,"Biweekly update on @cryptocom 
23d August - 6th August

Several Listings, Earn 3.0 up to 18%, Achieved Data Securit… https://t.co/1raHpyF5wn"
3,Valdenir Vitorino,,MCO,0,1169971735665479680,   We are getting very close to Sept 1! Make sure you enter to have your chance at winning 5 $MCO       ,2019-09-06 13:52:53,1,"RT @DamianSpriggs: We are getting very close to Sept 1! Make sure you enter to have your chance at winning 5 $MCO

#Giveaway #FreeMoney #cr…"
4,Damian Spriggs,,MCO,8,1169970447846400004,We are getting very close to Sept 1! Make sure you enter to have your chance at winning 5 $MCO   ,2019-09-06 13:47:46,1,"We are getting very close to Sept 1! Make sure you enter to have your chance at winning 5 $MCO

#Giveaway… https://t.co/eoJ62EcEXW"
0,Alex Bot,,EDO,0,1170308611911950337,   📢NEW TRADE 🌎Exchange:     ⏳Buy Date : 2019-09-07 10:08:50 ⌛Sell Date : 2019-09-07 14:10:41 📈Buy : 0.00002640 📉…,2019-09-07 12:11:31,1,"RT @xtradebot: 📢NEW TRADE
🌎Exchange: #Binance
📌#EDOBTC
⏳Buy Date : 2019-09-07 10:08:50
⌛Sell Date : 2019-09-07 14:10:41
📈Buy : 0.00002640
📉…"
1,ProjectX - XtradeBOT,,EDO,1,1170308437588287489,📢NEW TRADE 🌎Exchange:     ⏳Buy Date : 2019-09-07 10:08:50 ⌛Sell Date : 2019-09-07 14:10:41 📈Buy : 0.0…,2019-09-07 12:10:49,1,"📢NEW TRADE
🌎Exchange: #Binance
📌#EDOBTC
⏳Buy Date : 2019-09-07 10:08:50
⌛Sell Date : 2019-09-07 14:10:41
📈Buy : 0.0… https://t.co/PmAW6HAhOH"
2,#CryptoCurrencySecret 💯,,EDO,0,1169912396695031814,Ο Sin Boy άλλαξε το όνομά του – Πώς θ..   -   - zougla_online - Twitter - News - Noti…,2019-09-06 09:57:05,0,"Ο Sin Boy άλλαξε το όνομά του – Πώς θ.. 
@Bitcoinincoins - @InvestCrypForex - zougla_online - Twitter - News - Noti… https://t.co/QW29PW2xs3"
3,Arb Cruncher,,EDO,0,1169033921985732609,   Arbiswap BTC-EDO Arbitrage Deal Alert!    ,2019-09-03 23:46:21,2,RT @arbiswap: Arbiswap BTC-EDO Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/7Yrh4tLm5K
5,Caulon,,EDO,1,1169032161128779776,Arbiswap BTC-EDO Arbitrage Deal Alert!    ,2019-09-03 23:39:21,2,Arbiswap BTC-EDO Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/7Yrh4tLm5K
6,Krypto_Boss,,EDO,0,1168622880541814785,"Binance   Stoploss Loss: 4.9383%   ,   ,   ,   ,   ,  ",2019-09-02 20:33:01,0,"Binance
#EDO/BTC Stoploss 
Loss: 4.9383% #Binance , #BTC , #Bitcoin , #CryptoCurrency , #CryptoTrading , #CryptoSignals"
7,Krypto_Boss,,EDO,1,1168536600495775744,"Binance   All entry targets achieved Average Buy Price: 0.0000324   ,   ,   ,…",2019-09-02 14:50:10,0,"Binance
#EDO/BTC All entry targets achieved
Average Buy Price: 0.0000324 #Binance , #BTC , #Bitcoin ,… https://t.co/H1btv3WuhA"
8,Krypto_Boss,,EDO,1,1168536596301385730,Buy    Buy Under: 0.00003240  Target 1: 0.00003402 Target 2: 0.00003564 Target 3: 0.00003726  St…,2019-09-02 14:50:09,0,"Buy #EDO/BTC 
 
 Buy Under: 0.00003240 

 Target 1: 0.00003402 
 Target 2: 0.00003564 
 Target 3: 0.00003726 
 
 St… https://t.co/pPHp93DvNK"
9,Krypto_Boss,,EDO,1,1168536592740433920,"BINANCE   LONG SL 4.8%   ,   ,   ,   ,   ,  ",2019-09-02 14:50:08,0,"BINANCE
#BTC_EDO 
LONG
SL 4.8% #Binance , #BTC , #Bitcoin , #CryptoCurrency , #CryptoTrading , #CryptoSignals"
10,ProjectX - XtradeBOT,,EDO,0,1167533245854101504,📢NEW TRADE 🌎Exchange:     ⏳Buy Date : 2019-08-30 19:08:38 ⌛Sell Date : 2019-08-30 22:23:03 📈Buy : 0.0…,2019-08-30 20:23:12,0,"📢NEW TRADE
🌎Exchange: #Binance
📌#EDOBTC
⏳Buy Date : 2019-08-30 19:08:38
⌛Sell Date : 2019-08-30 22:23:03
📈Buy : 0.0… https://t.co/oaBOZKpUww"
0,CoinMarketNews,,CRPT,2,1170298196515545089,Today's top cryptocurrency gainers:  $REN (13.43%) up $QASH (11.77%) up $CRPT (11.71%) up $ATOM (6.33%) up $XMX (…,2019-09-07 11:30:07,0,"Today's top cryptocurrency gainers: 
 
$REN (13.43%) up
$QASH (11.77%) up
$CRPT (11.71%) up
$ATOM (6.33%) up
$XMX (… https://t.co/8Sx3th3A3Y"
1,CoinMarketNews,,CRPT,1,1170116995767033857,Today's top cryptocurrency gainers:  $XMX (27.10%) up $REP (19.95%) up $CRPT (11.71%) up $NEXO (6.66%) up $TRUE (…,2019-09-06 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$XMX (27.10%) up
$REP (19.95%) up
$CRPT (11.71%) up
$NEXO (6.66%) up
$TRUE (… https://t.co/Nak10wZ7sG"
2,siebrand,,CRPT,0,1170041378224648192,   Today's top cryptocurrency gainers:  $DIVI (17.52%) up $XMX (14.29%) up $KNC (13.15%) up $CRPT (11.71%) up $FCT (10.1…,2019-09-06 18:29:37,1,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$DIVI (17.52%) up
$XMX (14.29%) up
$KNC (13.15%) up
$CRPT (11.71%) up
$FCT (10.1…"
3,ICOLOG,,CRPT,0,1169959803449466880,"le VP Jennifer Baily paints a positive outlook for the cryptocurrency industry. However, she insists on the comp…",2019-09-06 13:05:28,0,"Apple VP Jennifer Baily paints a positive outlook for the cryptocurrency industry. However, she insists on the comp… https://t.co/9109U0Zq3j"
4,CoinMarketNews,,CRPT,3,1169935802433978369,Today's top cryptocurrency gainers:  $XMX (51.14%) up $REP (23.66%) up $CRPT (11.71%) up $NEXO (11.50%) up $CS (1…,2019-09-06 11:30:06,0,"Today's top cryptocurrency gainers: 
 
$XMX (51.14%) up
$REP (23.66%) up
$CRPT (11.71%) up
$NEXO (11.50%) up
$CS (1… https://t.co/O9wGjIHw0A"
5,CoinMarketNews,,CRPT,6,1169754609998540800,Today's top cryptocurrency gainers:  $DIVI (17.52%) up $XMX (14.29%) up $KNC (13.15%) up $CRPT (11.71%) up $FCT (…,2019-09-05 23:30:06,1,"Today's top cryptocurrency gainers: 
 
$DIVI (17.52%) up
$XMX (14.29%) up
$KNC (13.15%) up
$CRPT (11.71%) up
$FCT (… https://t.co/J1Rq4znVkr"
6,Joe Gambiste,,CRPT,0,1169575356342394880,   Today's top cryptocurrency gainers:  $CENNZ (20.60%) up $DIVI (14.17%) up $CRPT (11.71%) up $NRG (9.69%) up $STEEM (7…,2019-09-05 11:37:49,1,"RT @coinmarketnews: Today's top cryptocurrency gainers: 
 
$CENNZ (20.60%) up
$DIVI (14.17%) up
$CRPT (11.71%) up
$NRG (9.69%) up
$STEEM (7…"
7,CoinMarketNews,,CRPT,2,1169573420570423296,Today's top cryptocurrency gainers:  $CENNZ (20.60%) up $DIVI (14.17%) up $CRPT (11.71%) up $NRG (9.69%) up…,2019-09-05 11:30:07,1,"Today's top cryptocurrency gainers: 
 
$CENNZ (20.60%) up
$DIVI (14.17%) up
$CRPT (11.71%) up
$NRG (9.69%) up… https://t.co/NyOiUwGXOy"
8,ICOLOG,,CRPT,0,1169567251202215938,A Short Yet Comprehensive Guide On Libra — Facebook’s Cryptocurrency... PRC: $0.343000 (-0.90%) • ROI: -437.32% • H…,2019-09-05 11:05:36,0,"A Short Yet Comprehensive Guide On Libra — Facebook’s Cryptocurrency...
PRC: $0.343000 (-0.90%) • ROI: -437.32% • H… https://t.co/QHbK4Ak6Vx"
9,CoinMarketNews,,CRPT,0,1169392222669803521,Today's top cryptocurrency gainers:  $CRPT (11.71%) up $LINA (10.23%) up $MANA (10.14%) up $ENJ (7.65%) up $TTC (…,2019-09-04 23:30:06,0,"Today's top cryptocurrency gainers: 
 
$CRPT (11.71%) up
$LINA (10.23%) up
$MANA (10.14%) up
$ENJ (7.65%) up
$TTC (… https://t.co/0UL4sp9QA5"
10,Joseph,,CRPT,0,1169335708781334528,Airdrop... Cryptocurrency! GET YOURS!,2019-09-04 19:45:32,0,Airdrop... Cryptocurrency! GET YOURS! https://t.co/wsw6kAPEFQ
11,CoinMarketNews,,CRPT,9,1169211028393082880,Today's top cryptocurrency gainers:  $RET (18.28%) up $VALOR (12.36%) up $XMX (11.98%) up $CRPT (11.71%) up $LINA…,2019-09-04 11:30:06,0,"Today's top cryptocurrency gainers: 
 
$RET (18.28%) up
$VALOR (12.36%) up
$XMX (11.98%) up
$CRPT (11.71%) up
$LINA… https://t.co/SjoSuvPdcS"
12,CoinMarketNews,,CRPT,0,1169029838365237249,Today's top cryptocurrency gainers:  $XMX (15.95%) up $CRPT (14.75%) up $VSYS (12.48%) up $CRPT (11.71%) up $MAID…,2019-09-03 23:30:07,0,"Today's top cryptocurrency gainers: 
 
$XMX (15.95%) up
$CRPT (14.75%) up
$VSYS (12.48%) up
$CRPT (11.71%) up
$MAID… https://t.co/AbaQhFn0hd"
13,ICOLOG,,CRPT,0,1168993465994240002,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto…",2019-09-03 21:05:35,0,"The delivery service of the world-famous fast-food restaurants, Burger King is now accepting payments in the crypto… https://t.co/cL9CZDBXWw"
0,Rafiqul Islam,,NEXO,0,1170340601549807616,   Five Star Ratings Report for June 2019 Five Star Stand out! $NEXO Visit   to learn more.    ,2019-09-07 14:18:37,19,RT @c50index: Five Star Ratings Report for June 2019 Five Star Stand out! $NEXO Visit https://t.co/ENDT5ao8Ft to learn more. #bounty #ether…
1,Topicktea,,NEXO,2,1170266634159673345,"Join,dwonload and singup...                        ",2019-09-07 09:24:42,0,"Join,dwonload and singup...
@Curis_Wang @blockchain @nexo @guarda #BTC #USDT #LTC #ETH #ETC #BTR #XRP #HOT… https://t.co/8iz4fFmv6x"
3,#HASHFEED,,NEXO,0,1170105783825993729,"Friday Crypto Market Gainers: NEXO, ATOM, ONE, XMR, LTC    ",2019-09-06 22:45:33,0,"Friday Crypto Market Gainers: NEXO, ATOM, ONE, XMR, LTC #Altcoins #Cryptocurrency https://t.co/r6QibnfNuu https://t.co/y8S7SzISWx"
4,TokenNews v2.0,,NEXO,0,1170060230475935744,"LINE Receives Cryptocurrency Exchange License / LiteLink Technologies, Bay Water Transportation Part...  LINE Recei…",2019-09-06 19:44:32,0,"LINE Receives Cryptocurrency Exchange License / LiteLink Technologies, Bay Water Transportation Part...

LINE Recei… https://t.co/eSSpXgRRgY"
5,Tony Henriquez,,NEXO,0,1169998858048327680,                    $bcn…,2019-09-06 15:40:39,0,#bitcoin #litecoin #bnb #bytecoin #bcnex #cryptocurrencies #cryptocurrency #CryptoNews #WallStreet #privacy $bcn… https://t.co/TbS6bpi1um
7,Tony Henriquez,,NEXO,0,1169964182256660482,This is for gold bugs!                ,2019-09-06 13:22:52,0,"This is for gold bugs!
#bitcoin #litecoin #bnb #bytecoin #bcnex #cryptocurrencies #cryptocurrency #CryptoNews… https://t.co/sHiv0I0ltY"
9,CurrentCoinNews,,NEXO,1,1169932330301042688,"24h   Overview: $BTC: $10,727.40 (+1.2%)  Best: $XMX $0.0023 (+43.4%) $REP $10.76 (+22.8%) $NEXO $0.0…",2019-09-06 11:16:18,0,"24h #cryptocurrency Overview:
$BTC: $10,727.40 (+1.2%)

Best:
$XMX $0.0023 (+43.4%)
$REP $10.76 (+22.8%)
$NEXO $0.0… https://t.co/SP45u12hXK"
10,Moosy Research,,NEXO,0,1169908661558415360,Track your cryptocurrencies from Google Sheet Spreadsheet           ,2019-09-06 09:42:15,0,"Track your cryptocurrencies from Google Sheet Spreadsheet
https://t.co/nLRIWm7CGN
#btc #rep #chz #kmd #nexo… https://t.co/gtYReVbQg0"
11,cryptonian,,NEXO,4,1169880110209519616,Good to know   🤑🤑🤑                 currency  currencies…,2019-09-06 07:48:48,0,"Good to know #moon! 🤑🤑🤑

#btc #eth #xrp #ada #cardano #bitcoin #crypto #cryptocurrency #cryptocurrencies… https://t.co/yKKKHjLvm5"
12,webnow,,NEXO,0,1169878788026429440,  The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.…,2019-09-06 07:43:33,0,#BTC The mid-day cryptocurrency market update uses data from CoinCodex — a full market overview can be found here.… https://t.co/9iTBiiPeKn
13,#HASHFEED,,NEXO,0,1169837766596653059,"Thursday Crypto Market Gainers: NEXO, BNB, FET, ETC, CELR    ",2019-09-06 05:00:32,0,"Thursday Crypto Market Gainers: NEXO, BNB, FET, ETC, CELR #Altcoins #Cryptocurrency https://t.co/r6QibnfNuu https://t.co/xTp9Jq8onu"
14,CryptoManiac_333,,NEXO,1,1169772427037032449,Get Your Nexo Card Earlier   via    interested in earning interest on your CryptoC…,2019-09-06 00:40:54,0,Get Your Nexo Card Earlier https://t.co/d76EqHo7e3 via @NexoFinance  interested in earning interest on your CryptoC… https://t.co/ilSoWTDltf
0,obyholger,,DROP,0,1170361965505417218,   Verus self drop. Get a chance to get instant 500 VERS by participating in the forthcoming self drop commencing on 04/09/2…,2019-09-07 15:43:31,415,"RT @VerusEstate: Verus self drop. 
Get a chance to get instant 500 VERS by participating in the forthcoming self drop commencing on 04/09/2…"
1,Crypto Mak 🌐,,DROP,0,1170345995474853888,"Ethereum (ETH), Amidst Volatility, Records Marginal Drop in Price Since Last Week      ",2019-09-07 14:40:03,0,"Ethereum (ETH), Amidst Volatility, Records Marginal Drop in Price Since Last Week https://t.co/98U7p4cqeY #Cryptocurrency #Ethereum"
2,MisterBtc,,DROP,0,1170339595357044736,     a   Express HD for Our Next         🤩  Download   from app/play store ✅ /Like/T…,2019-09-07 14:14:38,10,"RT @BravoCoin: #Win a #Roku Express HD for Our Next #Free #Crypto #Contest #Giveaway 🤩

Download @BravoCoin from app/play store ✅
RT/Like/T…"
4,Coinpedia - Cryptocurrency News,,DROP,2,1170318963911229441,"Blockchain will drop search costs, causing a kind of decomposition that allows you to have markets of entities that…",2019-09-07 12:52:39,0,"Blockchain will drop search costs, causing a kind of decomposition that allows you to have markets of entities that… https://t.co/XmpBbVhont"
5,Berminal: Crypto News,,DROP,2,1170318628761128963,Most Crypto Exchanges Have Seen Significant Drop In Deposits       ,2019-09-07 12:51:19,0,"Most Crypto Exchanges Have Seen Significant Drop In Deposits https://t.co/7FAHYJhaIy

#trading #money #trader… https://t.co/oJhwA8JrX6"
7,Walther,,DROP,0,1170317533922152448,"""The banks serve Wall Street, crypto serves all streets"" “stop targeting my rights. I own my purchased power and th…",2019-09-07 12:46:58,0,"""The banks serve Wall Street, crypto serves all streets""
“stop targeting my rights. I own my purchased power and th… https://t.co/V417kumg7q"
12,Bitcoin,,DROP,0,1170296686377414656,"Bakkt Soft Launch Stalls Bitcoin Price: Buy the Rumor, Sell the News?    ",2019-09-07 11:24:07,0,"Bakkt Soft Launch Stalls Bitcoin Price: Buy the Rumor, Sell the News? https://t.co/hzjawSldJk #cryptocurrency… https://t.co/NR81BvQ7xP"
0,Arb Cruncher,DROP,,0,1167950535074312192,   Arbiswap BTC-CHSB Arbitrage Deal Alert!     via,2019-09-01 00:01:21,2,RT @amruthasuri: Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV
2,SB,DROP,,0,1167949452448940032,Arbiswap BTC-CHSB Arbitrage Deal Alert!     via,2019-08-31 23:57:03,2,Arbiswap BTC-CHSB Arbitrage Deal Alert! #CryptoCurrency #arbitrage via https://t.co/gydENhRsJO https://t.co/5tuJrCFOvV
3,Arb Cruncher,DROP,,0,1167927899283804161,   Arbiswap BTC-CHSB Arbitrage Deal Alert!    ,2019-08-31 22:31:24,3,RT @arbiswap: Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn
5,Caulon,DROP,,0,1167924633233838087,Arbiswap BTC-CHSB Arbitrage Deal Alert!    ,2019-08-31 22:18:26,3,Arbiswap BTC-CHSB Arbitrage Deal Alert! #arbitrage #cryptocurrency https://t.co/Wdp6Dj1FIn
6,Startup Feeds,DROP,,0,1167480724699508736,"   ""What you are what you do"" Thanks               ",2019-08-30 16:54:30,1,"RT @jmestrella92: ""What you are what you do""
Thanks @swissborg 

#WeAreSwissborg #blockchain #cryptotrading #cryptocurrency #fintech #Wealt…"
