,Company Name,Author Name,Text,Message ID,Published At,Retweet Count,Favorite Count
2,DROP,Cryptodot,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency,1169868457854111746,2019-09-06 07:02:30,0,0
3,DROP,🔗bitsmart.io,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4,1169845223481982976,2019-09-06 05:30:10,0,0
4,DROP,Dopeless Not Hopeless,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou",1169819081593085952,2019-09-06 03:46:17,0,0
0,DROP,Coinhooked,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ",1169882626414395393,2019-09-06 07:58:48,0,0
1,DROP,Coinnounce - Blockchain Entrepreneur Stories,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs",1169879478887018497,2019-09-06 07:46:17,0,0
2,DROP,Cryptodot,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency,1169868457854111746,2019-09-06 07:02:30,0,0
3,DROP,🔗bitsmart.io,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4,1169845223481982976,2019-09-06 05:30:10,0,0
4,DROP,Dopeless Not Hopeless,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou",1169819081593085952,2019-09-06 03:46:17,0,0
0,DROP,Coinhooked,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ",1169882626414395393,2019-09-06 07:58:48,0,0
1,DROP,Coinnounce - Blockchain Entrepreneur Stories,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs",1169879478887018497,2019-09-06 07:46:17,0,0
2,DROP,Cryptodot,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency,1169868457854111746,2019-09-06 07:02:30,0,0
3,DROP,🔗bitsmart.io,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4,1169845223481982976,2019-09-06 05:30:10,0,0
4,DROP,Dopeless Not Hopeless,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou",1169819081593085952,2019-09-06 03:46:17,0,0
0,DROP,Coinhooked,"#Crypto #Cryptocurrency #Bitcoin
https://t.co/NuSYSVE6fJ",1169882626414395393,2019-09-06 07:58:48,0,0
1,DROP,Coinnounce - Blockchain Entrepreneur Stories,"Massive drop in trading volume on major crypto exchanges
https://t.co/Jv4MRX2ig3

#CryptoTrading #Cryptocurrency… https://t.co/8gjdPcymIs",1169879478887018497,2019-09-06 07:46:17,0,0
2,DROP,Cryptodot,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years https://t.co/qu1EMbLuSK #crypto #blockchain #cryptocurrency,1169868457854111746,2019-09-06 07:02:30,0,0
3,DROP,🔗bitsmart.io,Bitcoin Price Corrects While Gold Sees Worst Daily Drop in 2.5 Years #bitcoin #cryptocurrency #daytrading #paxi… https://t.co/7SX3zSlUk4,1169845223481982976,2019-09-06 05:30:10,0,0
4,DROP,Dopeless Not Hopeless,"RT DawaynePerza:

Check out my blog! purchase a #kleverhat using #cryptocurrency! Drop me a comment on one of my… https://t.co/obuSSwMeou",1169819081593085952,2019-09-06 03:46:17,0,0
