,Company Name,Author Name,Text,Message ID,Published At,Retweet Count,Favorite Count
6,CRPT,FreeCoin Basecamp,"🎁86+29 CRPT(Crypterium=26$) #Airdrop🎁
💎Join here🚀https://t.co/lRUAFAqLDK
1. Join Telegram(텔방참여)
2. Enter email, ERC… https://t.co/edkfxvFQZa",1169874862749319170,2019-09-06 07:27:57,0,0
7,CRPT,LowCapWhaleBot,"$Crypto #lowcaps 1H returns

Top performers
$CRPT +6.7%
$GRN +5.5%
$ONE +5.4%

Worst performers
$LINA -16.2%
$FXC -… https://t.co/TaimvFMYQK",1169873726126444545,2019-09-06 07:23:26,0,0
8,CRPT,すずせん,@sorasora3_crpt 草,1169869849058611205,2019-09-06 07:08:01,0,0
9,CRPT,Coin Trading Analytics,"Top 100 avg 1h return: 0.1±1.0%; 55 up, 45 down
$BTC 0.0%  $ETH 0.1%
Best:
4.1% $BCN @Bytecoin_BCN
3.7% $LAMB… https://t.co/Q8EHrmGmzq",1169867886887702529,2019-09-06 07:00:13,0,0
10,CRPT,ソラソラさん/絵描き勉強,RT @to_a_301: ｢ノホタンって呼ぶな！｣ https://t.co/20yu045ca3,1169858542162939905,2019-09-06 06:23:06,172,0
11,CRPT,Olivier Clairouin,"RT @ChGroult: Notre @arthur_crpt représentera l'équipe vidéo du @lemondefr au super festival de créateurs @FramesAvignon. Pour fêter ça, on…",1169855640270819328,2019-09-06 06:11:34,2,0
12,CRPT,Hina＠クリプト,すごいなんとなくの単発１回できてしまった........ https://t.co/zc8bSFG8bg,1169855212028190720,2019-09-06 06:09:52,0,7
13,CRPT,Shahwar Hussain,"#NewProfilePic
Joined team CRPT!",1169851926088843264,2019-09-06 05:56:48,0,1
14,CRPT,MaxenceCRPT ⭐⭐,"RT @ActuFoot_: Szczęsny : « Quand j'étais à Rome, mon remplaçant était Alisson, qui est aujourd'hui le meilleur gardien du monde. Maintenan…",1169846908057051136,2019-09-06 05:36:52,1302,0
0,NEXO,ᱬ; ꪝᥲꪀdᥲ ℳ (Menciones|Disney! Au)୭̥ೄ,"@Rusbrk ᱬⵓ “ No, no me molesta, depende de como lo digan y en qué tono, pero la verdad es que soy una bruja después… https://t.co/BWaAA8wR4A",1169899045034180610,2019-09-06 09:04:02,0,0
1,NEXO,∞Brian Michael∞,"👨‍🚀This retweet is brought to you by Bitcoin🚀 

Skillz... #DYOR #Blockchain #BTSE $NEXO #Dai #bitcoin #BTC #btc… https://t.co/931TepujU7",1169898446699974658,2019-09-06 09:01:40,0,1
2,NEXO,Rockol Pop Rock News,"Pavarotti, il film: guarda la fotogallery https://t.co/nJjHoFzlns https://t.co/ekugL5PtLF",1169898341460627457,2019-09-06 09:01:14,0,0
3,NEXO,Coin Trading Analytics,"Top 100 avg 24h return: -0.5±6.8%; 32 up, 68 down
$BTC 1.4%  $ETH 0.4%
Best:
50.6% $XMX @XMax_io
21.1% $REP… https://t.co/mVc0klyGuH",1169898074967199745,2019-09-06 09:00:11,0,0
4,NEXO,Lester Brown,"Perdido em pensamentos, pensamentos confusos e sem nexo. 
Pensamentos estranhos e desnecessários. 
Pensamentos que… https://t.co/atYkt1756K",1169897473986285568,2019-09-06 08:57:48,0,0
5,NEXO,Consuelo Castellanos,"RT @alevancor: El Ecuador merece una explicación transparente sobre Nexo Global, porqué sus representantes legales y accionistas no están i…",1169896907851722752,2019-09-06 08:55:33,42,0
6,NEXO,Jon Iriondo,"RT @deia_eus: Jon Iriondo, nexo entre dos épocas de oro en la Antiguako Ama: Único remero de la tripulación actual que estuvo la anterior v…",1169896812641013760,2019-09-06 08:55:10,0,0
7,NEXO,Eri,"Cuando se puede ganar cualquier partida, la partida no está perdida hasta que se rompa el puto nexo, pero nada, mej… https://t.co/JYVzOAnSt2",1169896035235139587,2019-09-06 08:52:05,0,1
8,NEXO,Talento perdido,"Minha mãe entra no meu quarto e briga cmg pq liguei o ventilador...

QUAL O NEXO!!!!!!!!!",1169895975676039169,2019-09-06 08:51:50,0,0
9,NEXO,"""Por los rincones de Sevilla""","En la Alcaicería, las ciudades de Al-Ándalus, comerciaban al por mayor con seda.
Alcaicería de la Loza, calle de co… https://t.co/9aeOOMjq9w",1169895944831131651,2019-09-06 08:51:43,0,0
10,NEXO,MegaNerd,"@dynitstaff e @Nexo_Digital continuano a portare gli #anime nei cinema italiani: il prossimo è #WeatheringWithYou,… https://t.co/YkIg0z9tAe",1169895570380476416,2019-09-06 08:50:14,0,0
11,NEXO,Nubart Audioguías,En Nubart nos estrenamos en las audiorrutas con este proyecto tan chulo de  Nexo Turismo y Cultura: la #audioguía d… https://t.co/OC6X00eFJA,1169895101738307584,2019-09-06 08:48:22,0,0
12,NEXO,м¡ห! ☺️💜,@_HyouNeko @BTS_twt TOMARA 😭 vou soltar umas piadas sem nexo e ver no que dá,1169892464913608705,2019-09-06 08:37:53,0,0
13,NEXO,Barba Roja,"RT @LigaHotsea: Ya tenemos los partidos de la primera jornada de la 8ªT 
de HOTSEA en el Nexo de @BlizzHeroesES .

Las Lechuzas-Cavaliers e…",1169892244003778560,2019-09-06 08:37:01,11,0
14,NEXO,hala,@seyeehun nexo ext door,1169891634013601792,2019-09-06 08:34:35,0,1
0,SXP,Simms PrimaryComp,@AlwaysComputing @scratch I worked with a PG student on SXP to devise some art lessons on handprints using Scratch… https://t.co/wnkQJxXRjC,1169898128863969286,2019-09-06 09:00:24,0,0
1,SXP,ぬしえ,@yy109810 ゲレンデが溶けるほど恋したい,1169887761102360576,2019-09-06 08:19:12,0,0
2,SXP,Axmed Cabdi 🇸🇴,@Hubaal_ Waa aragtidiisa sxp lkn always runta waa muhiim ee yaysan nadhibin ee aan wajahno 😁😁😁,1169884160007081984,2019-09-06 08:04:53,0,0
3,SXP,R,でっかいクラブハウスサンド作るんだろうなぁロック君,1169883825104572416,2019-09-06 08:03:33,0,0
4,SXP,Axmed Cabdi 🇸🇴,"@Hubaal_ That is how FIFA said, tartanka ay dheelayaana cidda qabanqaabisay waaye waxaan u arkaa taas inay iyaga dh… https://t.co/Dcjr0PvWuP",1169883803118030848,2019-09-06 08:03:28,0,1
5,SXP,R,RT @syronh2678: テリー参戦に文句言いまくってる奴はテリーに親でも殺されたのかよって書き込み見たけどテリーに親父を殺された子は多分今頃お祝いのごちそう作ってると思う,1169883714353950720,2019-09-06 08:03:07,3338,0
6,SXP,Στέφανοζ,RT @TokyoSage: Never let your cats watch anime https://t.co/uMoxoJ8dIw,1169882883009343490,2019-09-06 07:59:49,57755,0
7,SXP,R,"テリー参戦！が海外版だと
Terry Faces the Fury!なの
妙にかっこいい https://t.co/CKRnrVrHeK",1169882785697288193,2019-09-06 07:59:26,0,0
8,SXP,Mahamed Omar Hasan,@OGAA_NSHO Masha allaah sxp waa masawir aan la malaysan karin,1169882382918270976,2019-09-06 07:57:50,0,1
9,SXP,R,"RT @gus3_ta28: テリーのスマブラ参戦で
カットされたシーンがこちらです。 https://t.co/K690QBRwLY",1169877193029111809,2019-09-06 07:37:12,396,0
10,SXP,♡ な ち 太 郎 ♡,@SxP_xx_oO @TOS もちろん！,1169876963428687872,2019-09-06 07:36:18,0,0
11,SXP,YAM,(完全に描く骨の量を減らしたい描き手の都合も多分に含まれます),1169866657629532160,2019-09-06 06:55:20,0,0
12,SXP,YAM,へっへへ…兄、必要なとこだけ脱いでます……ちなみに手はタマシイ触るために左手だけ手袋脱いで右手は付けっ放しで事が進みます……一方パピルスは靴もタイツも全部脱いでいる,1169866463382949888,2019-09-06 06:54:34,0,4
13,SXP,YAM,RT @maple_sptl: この弟くん、お兄さんを抱く時は靴下だけは残しておくのか……意外とマニアックさんだな……とニコニコになりました,1169865809574842369,2019-09-06 06:51:58,1,0
14,SXP,YAM,お茶請けで！？！？(笑いました),1169863063673028608,2019-09-06 06:41:04,0,1
0,DROP,Just Zu,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169899079570087936,2019-09-06 09:04:10,207,0
1,DROP,Alex Richmond,*drop's money* Aaahhh my money! There's money everywhere. *bends over seductively to pick up money* *bends over sed… https://t.co/wtHJTkgh7w,1169899078450212865,2019-09-06 09:04:10,0,0
2,DROP,👷🏻‍♀️,"RT @famousshyguy: 🚨🚨
Hey fam, please take a minute to look out for @nere_shop here, (drop a follow too 😉). And also on IG , (thenereshop).…",1169899078030807041,2019-09-06 09:04:10,5,0
3,DROP,иυяυℓ🐱,RT @yoongisarchive: drop your last saved yoongi pics it’s for science https://t.co/95Mip6jQFX,1169899076361437192,2019-09-06 09:04:10,580,0
4,DROP,에리카 ✨,RT @jimiseyo: you can’t tell me your jaw didn’t drop when jimin did this  https://t.co/ORHTJeM0Qw,1169899073324765185,2019-09-06 09:04:09,14979,0
5,DROP,dazzlingfan,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169899072238452741,2019-09-06 09:04:09,207,0
6,DROP,Yeontannie 💜,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169899070095147008,2019-09-06 09:04:08,207,0
7,DROP,Kanor Kil,@AUBREYKATEXXX Who? Just drop a name.,1169899068920717313,2019-09-06 09:04:08,0,0
8,DROP,happy jk day | #정무행알 | #꾸기생일ㅊㅋ,"RT @chimmyjiminniee: ┏┓ 
┃┃╱╲ in this house 
 ┃╱╱╲╲ we welcome everyone 
╱╱╭╮╲╲ who’s excited
▔| ┗┛▕▔   for namjoon's birthday
 ╱▔▔▔▔▔▔▔▔▔▔…",1169899068530651136,2019-09-06 09:04:08,10289,0
9,DROP,—p,RT @bffjeongguk: I WILL NEVER GET OVER THE WAY JUNGKOOK USES HIS HAND TO CONTROL HOBI’S HIPS DURING MIC DROP THIS HOLDS SO MUCH POWER https…,1169899067188498433,2019-09-06 09:04:07,4088,0
10,DROP,à cause de ma voiture elle est jalouse. ✨🙃,@TaiinaBanks Onika drop that goddamn album challenge! https://t.co/wTC3U7TZcq,1169899062197284864,2019-09-06 09:04:06,0,0
11,DROP,ReadOne 💎,"RT @mr_yolak: Okay okay it’s a Friday, drop your Friday pic!! Let’s have a lovely thread ladies and gentlemen ❤️❤️ https://t.co/qPV39PQyXm",1169899061496799232,2019-09-06 09:04:06,185,0
12,DROP,Hoeloye_DAN!3L 🍂🍂,"RT @mosun_sexy: Sunnies thread😎😎😎
Drop a picture of you in shades lets see how cool you are😏
Follow anyone who likes your picture and remem…",1169899061375188992,2019-09-06 09:04:06,14,0
13,DROP,Shahada,"RT @mollajoon: You went to a fanmeet and jimin stared at you like this. 

Your last meme is your reaction, drop it https://t.co/UhvIvPQm7w",1169899059114496000,2019-09-06 09:04:06,2466,0
14,DROP,Filip Lukijanovic,RT @WorldWideWob: introducing: the drop test https://t.co/vh4rTyQylG,1169899056996311041,2019-09-06 09:04:05,343,0
