,Company Name,Author Name,Text,Message ID,Published At,Retweet Count,Favorite Count
8,CRPT,Coin Trading Analytics,"Top 100 avg 1h return: 0.1±1.0%; 55 up, 45 down
$BTC 0.0%  $ETH 0.1%
Best:
4.1% $BCN @Bytecoin_BCN
3.7% $LAMB… https://t.co/Q8EHrmGmzq",1169867886887702529,2019-09-06 07:00:13,0,0
9,CRPT,ソラソラさん/絵描き勉強,RT @to_a_301: ｢ノホタンって呼ぶな！｣ https://t.co/20yu045ca3,1169858542162939905,2019-09-06 06:23:06,171,0
10,CRPT,Olivier Clairouin,"RT @ChGroult: Notre @arthur_crpt représentera l'équipe vidéo du @lemondefr au super festival de créateurs @FramesAvignon. Pour fêter ça, on…",1169855640270819328,2019-09-06 06:11:34,2,0
11,CRPT,Hina＠クリプト,すごいなんとなくの単発１回できてしまった........ https://t.co/zc8bSFG8bg,1169855212028190720,2019-09-06 06:09:52,0,7
12,CRPT,Shahwar Hussain,"#NewProfilePic
Joined team CRPT!",1169851926088843264,2019-09-06 05:56:48,0,1
13,CRPT,MaxenceCRPT ⭐⭐,"RT @ActuFoot_: Szczęsny : « Quand j'étais à Rome, mon remplaçant était Alisson, qui est aujourd'hui le meilleur gardien du monde. Maintenan…",1169846908057051136,2019-09-06 05:36:52,1287,0
14,CRPT,@nebukenazzer2,RT @crypterium: Have you heard of a #CRPT Airdrop? Sorry to break it to you but it's a FRAUD. We're not conducting any airdrops. Doubts? Co…,1169846236267958274,2019-09-06 05:34:12,13,0
0,NEXO,Lester Brown,"Perdido em pensamentos, pensamentos confusos e sem nexo. 
Pensamentos estranhos e desnecessários. 
Pensamentos que… https://t.co/atYkt1756K",1169897473986285568,2019-09-06 08:57:48,0,0
1,NEXO,Consuelo Castellanos,"RT @alevancor: El Ecuador merece una explicación transparente sobre Nexo Global, porqué sus representantes legales y accionistas no están i…",1169896907851722752,2019-09-06 08:55:33,42,0
2,NEXO,Jon Iriondo,"RT @deia_eus: Jon Iriondo, nexo entre dos épocas de oro en la Antiguako Ama: Único remero de la tripulación actual que estuvo la anterior v…",1169896812641013760,2019-09-06 08:55:10,0,0
3,NEXO,Eri,"Cuando se puede ganar cualquier partida, la partida no está perdida hasta que se rompa el puto nexo, pero nada, mej… https://t.co/JYVzOAnSt2",1169896035235139587,2019-09-06 08:52:05,0,1
4,NEXO,Talento perdido,"Minha mãe entra no meu quarto e briga cmg pq liguei o ventilador...

QUAL O NEXO!!!!!!!!!",1169895975676039169,2019-09-06 08:51:50,0,0
5,NEXO,"""Por los rincones de Sevilla""","En la Alcaicería, las ciudades de Al-Ándalus, comerciaban al por mayor con seda.
Alcaicería de la Loza, calle de co… https://t.co/9aeOOMjq9w",1169895944831131651,2019-09-06 08:51:43,0,0
6,NEXO,MegaNerd,"@dynitstaff e @Nexo_Digital continuano a portare gli #anime nei cinema italiani: il prossimo è #WeatheringWithYou,… https://t.co/YkIg0z9tAe",1169895570380476416,2019-09-06 08:50:14,0,0
7,NEXO,Nubart Audioguías,En Nubart nos estrenamos en las audiorrutas con este proyecto tan chulo de  Nexo Turismo y Cultura: la #audioguía d… https://t.co/OC6X00eFJA,1169895101738307584,2019-09-06 08:48:22,0,0
8,NEXO,м¡ห! ☺️💜,@_HyouNeko @BTS_twt TOMARA 😭 vou soltar umas piadas sem nexo e ver no que dá,1169892464913608705,2019-09-06 08:37:53,0,0
9,NEXO,Barba Roja,"RT @LigaHotsea: Ya tenemos los partidos de la primera jornada de la 8ªT 
de HOTSEA en el Nexo de @BlizzHeroesES .

Las Lechuzas-Cavaliers e…",1169892244003778560,2019-09-06 08:37:01,11,0
10,NEXO,hala,@seyeehun nexo ext door,1169891634013601792,2019-09-06 08:34:35,0,1
11,NEXO,Rob Wijnhoven,RT @idexio: $NEXO by @NexoFinance has been re-listed on #IDEX https://t.co/jYxykhUU2o #Ethereum #crypto #cryptonews,1169891022987350021,2019-09-06 08:32:10,8,0
12,NEXO,CANAMI,@ktrsngofficial 今回もななにー面白かったよ^_^。ファンミもついに名古屋飛ばし泣。岐阜に格安の一級音響技能士がいるのでお役に立てれば使って下さい^_^。どこでも付いていきますょ。NEXOもあります。とはいえファンミ嬉しい楽しみ大好き！ありがとう^_^。,1169890848458174464,2019-09-06 08:31:28,0,0
13,NEXO,Rob Wijnhoven,RT @rasto1973: $NEXO by @NexoFinance has been re-listed on #IDEX https://t.co/Auh3s7EDau https://t.co/MC0tVmkdQz,1169890804342521856,2019-09-06 08:31:17,1,0
14,NEXO,Stefhany,"RT @HenStockler: Linchamento virtual sem nexo, sem responsabilidade. Pelo menos esse ainda ""pediu desculpas"". https://t.co/bF53aDDzBs",1169890525643542528,2019-09-06 08:30:11,1,0
0,SXP,ぬしえ,@yy109810 ゲレンデが溶けるほど恋したい,1169887761102360576,2019-09-06 08:19:12,0,0
1,SXP,Axmed Cabdi 🇸🇴,@Hubaal_ Waa aragtidiisa sxp lkn always runta waa muhiim ee yaysan nadhibin ee aan wajahno 😁😁😁,1169884160007081984,2019-09-06 08:04:53,0,0
2,SXP,R,でっかいクラブハウスサンド作るんだろうなぁロック君,1169883825104572416,2019-09-06 08:03:33,0,0
3,SXP,Axmed Cabdi 🇸🇴,"@Hubaal_ That is how FIFA said, tartanka ay dheelayaana cidda qabanqaabisay waaye waxaan u arkaa taas inay iyaga dh… https://t.co/Dcjr0PvWuP",1169883803118030848,2019-09-06 08:03:28,0,1
4,SXP,R,RT @syronh2678: テリー参戦に文句言いまくってる奴はテリーに親でも殺されたのかよって書き込み見たけどテリーに親父を殺された子は多分今頃お祝いのごちそう作ってると思う,1169883714353950720,2019-09-06 08:03:07,3326,0
5,SXP,Στέφανοζ,RT @TokyoSage: Never let your cats watch anime https://t.co/uMoxoJ8dIw,1169882883009343490,2019-09-06 07:59:49,57664,0
6,SXP,R,"テリー参戦！が海外版だと
Terry Faces the Fury!なの
妙にかっこいい https://t.co/CKRnrVrHeK",1169882785697288193,2019-09-06 07:59:26,0,0
7,SXP,Mahamed Omar Hasan,@OGAA_NSHO Masha allaah sxp waa masawir aan la malaysan karin,1169882382918270976,2019-09-06 07:57:50,0,1
8,SXP,R,"RT @gus3_ta28: テリーのスマブラ参戦で
カットされたシーンがこちらです。 https://t.co/K690QBRwLY",1169877193029111809,2019-09-06 07:37:12,396,0
9,SXP,♡ な ち 太 郎 ♡,@SxP_xx_oO @TOS もちろん！,1169876963428687872,2019-09-06 07:36:18,0,0
10,SXP,YAM,(完全に描く骨の量を減らしたい描き手の都合も多分に含まれます),1169866657629532160,2019-09-06 06:55:20,0,0
11,SXP,YAM,へっへへ…兄、必要なとこだけ脱いでます……ちなみに手はタマシイ触るために左手だけ手袋脱いで右手は付けっ放しで事が進みます……一方パピルスは靴もタイツも全部脱いでいる,1169866463382949888,2019-09-06 06:54:34,0,4
12,SXP,YAM,RT @maple_sptl: この弟くん、お兄さんを抱く時は靴下だけは残しておくのか……意外とマニアックさんだな……とニコニコになりました,1169865809574842369,2019-09-06 06:51:58,1,0
13,SXP,YAM,お茶請けで！？！？(笑いました),1169863063673028608,2019-09-06 06:41:04,0,1
14,SXP,R,RT @uchisama2010: 【次回予告】#323 内さま真夏の恒例行事、大自然クイズを今年も開催！パラ部全面協力のもと作成された、パラ部の嫁クイズや、「キングダム」の作者、原先生による超貴重なクイズ問題など特別問題が盛りだくさん！オジサン達の希望によって導入された謎の「…,1169853083603464194,2019-09-06 06:01:24,198,0
0,DROP,HOME,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169898022177607682,2019-09-06 08:59:58,19,0
1,DROP,𝚝𝚊𝚎𝚖𝚒𝚌𝚑𝚒𝚎,RT @bffjeongguk: I WILL NEVER GET OVER THE WAY JUNGKOOK USES HIS HAND TO CONTROL HOBI’S HIPS DURING MIC DROP THIS HOLDS SO MUCH POWER https…,1169898020923564033,2019-09-06 08:59:58,4060,0
2,DROP,Ross Newlands,RT @Football_SCOT: Nine years ago today Scott Brown angered the whole of Macedonia with one drop ball (and also scored in a 2-0 win for Sco…,1169898016393662464,2019-09-06 08:59:57,513,0
3,DROP,🌱NAMU~ЪЕЪ~🍃,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169898015764533248,2019-09-06 08:59:57,19,0
4,DROP,ali,RT @bffjeongguk: I WILL NEVER GET OVER THE WAY JUNGKOOK USES HIS HAND TO CONTROL HOBI’S HIPS DURING MIC DROP THIS HOLDS SO MUCH POWER https…,1169898015659741189,2019-09-06 08:59:57,4060,0
5,DROP,drop-in,"白崎海岸といちご狩りサイクリング下見③P9060021 / https://t.co/rI8XqZfHTB / 白崎海岸といちご狩りサイクリング下見③P9060021

白崎海岸. https://t.co/7E9DRqy2uc",1169898015584206850,2019-09-06 08:59:57,0,0
6,DROP,💜Golden JK💜,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169898014049091584,2019-09-06 08:59:56,19,0
7,DROP,Dani❤️🦇🌍,RT @BasedLuka: @tayk Uzi need to quit playing and drop this already 🔥 https://t.co/jB3GjqMDGo,1169898013554176002,2019-09-06 08:59:56,230,0
8,DROP,Dee,"RT @TulsaTeresa: Melania Trump's official bio no longer includes any mention of degree https://t.co/Kp9qHmtmRH via @nbcnews

Is she the fir…",1169898012866310144,2019-09-06 08:59:56,53,0
9,DROP,votingBTSonly!💜💪,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169898011624783872,2019-09-06 08:59:56,19,0
10,DROP,scromble,"@GryphuSxOnE @ohnePixel @Epinephrin_CS @Fatmetalcs @drop_csgo Check if it's number 1 on csgofloat,but even then sho… https://t.co/Hy1nEhIOeX",1169898010827837441,2019-09-06 08:59:56,0,0
11,DROP,Olivia,"RT @BTSVotingFam: TOMORROW will always be a SPRING DAY with BTS and ARMYs as they are our HOME, our MAGIC SHOP, our MIKROSKOSMOS, and our L…",1169898010358083593,2019-09-06 08:59:55,19,0
12,DROP,Cyrus Koria,RT @FilmUpdates: New stills from Birds of Prey! The first teaser will drop next week! #BirdsOfPrey https://t.co/6udV7Bzq4F,1169898006583238656,2019-09-06 08:59:55,313,0
13,DROP,drop-in,"白崎海岸といちご狩りサイクリング下見②P9060018 / https://t.co/fsFHE3P9Tc / 白崎海岸といちご狩りサイクリング下見②P9060018

白崎海岸. https://t.co/wCqYJrT6IK",1169898005211672576,2019-09-06 08:59:54,0,0
14,DROP,भारतीय संदीप गुज्जर unofficial,RT @majorgauravarya: Pakistan is now singing peans to Indian secularism and telling the world how Indian secularism is in danger. If Pakist…,1169898002548326401,2019-09-06 08:59:54,1919,0
